Student_ID,Gender,Age,Branch,CGPA,Tenth_Percentage,Twelfth_Percentage,Python,Java,SQL,Excel,PowerBI,Tableau,Machine_Learning,Communication_Skill,Aptitude_Score,Projects,Internship,Certifications,LeetCode_Problems,Hackathons,Resume_Score,Placement_Readiness,Expected_Salary_LPA,Placement
1372,Female,20,BCA Data Science,6.79,95.6,88.8,No,Yes,Yes,No,No,No,Yes,6,10,0,No,3,211,2,72,73,8.1,Yes
1373,Male,21,BCA Data Science,8.5,79.2,73.4,No,No,Yes,Yes,Yes,No,Yes,4,7,1,No,2,294,0,84,71,7.9,Yes
1374,Male,23,BCA,7.72,96.8,91.6,Yes,No,No,No,No,Yes,No,5,9,4,No,6,144,1,99,86,9.2,Yes
1375,Female,24,BCA,6.28,93.3,95.9,Yes,Yes,Yes,Yes,Yes,No,Yes,6,9,6,Yes,0,205,4,96,84,9.0,Yes
1376,Male,23,BCA Data Science,6.14,96.4,66.5,Yes,Yes,No,No,No,Yes,Yes,9,5,1,No,2,253,3,75,60,7.0,Yes
1377,Female,20,BCA Data Science,8.08,97.8,70.8,Yes,No,Yes,No,Yes,Yes,No,6,5,4,No,1,189,4,94,71,7.9,Yes
1378,Male,20,BCA,7.52,93.1,97.0,No,Yes,No,No,No,Yes,Yes,8,4,0,No,1,241,2,78,58,6.8,Yes
1379,Male,22,BCA Data Science,7.67,74.5,97.1,No,Yes,Yes,Yes,No,Yes,No,6,7,1,Yes,2,271,3,91,75,8.2,Yes
1380,Female,20,BCA Data Science,6.85,97.2,79.0,No,No,No,No,No,No,No,7,5,2,No,6,77,4,88,67,7.6,Yes
1381,Male,20,BCA,6.14,68.7,61.4,No,Yes,No,No,Yes,No,Yes,7,6,5,No,3,252,0,89,71,7.9,Yes
1382,Male,23,BCA,5.9,93.0,66.9,Yes,No,Yes,Yes,Yes,No,Yes,5,10,3,Yes,2,13,2,83,79,8.6,Yes
1383,Male,21,BCA Data Science,8.04,96.1,91.8,Yes,Yes,Yes,No,No,No,No,8,9,0,No,0,231,2,80,75,8.2,Yes
1384,Female,23,BCA,8.95,70.8,90.3,Yes,No,Yes,No,No,Yes,Yes,10,10,3,Yes,0,106,1,100,90,9.5,Yes
1385,Female,22,BSc CS,8.28,96.3,65.9,No,No,No,No,Yes,No,Yes,10,6,4,Yes,3,228,3,100,78,8.5,Yes
1386,Male,22,BCA,8.08,63.4,76.1,No,Yes,No,No,Yes,Yes,No,7,9,1,Yes,3,269,5,98,85,9.1,Yes
1387,Male,23,BSc CS,7.38,94.5,78.1,Yes,Yes,No,Yes,No,No,Yes,8,4,0,Yes,4,217,3,93,67,7.6,Yes
1388,Female,23,BSc CS,8.6,90.9,73.5,Yes,Yes,Yes,No,Yes,Yes,No,4,4,3,No,2,300,5,92,67,7.6,Yes
1389,Female,23,BSc CS,8.97,73.0,94.9,Yes,Yes,Yes,Yes,No,Yes,No,8,4,0,No,0,6,1,87,64,7.3,Yes
1390,Male,20,BCA Data Science,7.24,85.0,88.3,No,No,No,No,No,Yes,Yes,5,4,1,Yes,6,8,5,93,67,7.6,Yes
1391,Female,20,BCA,7.57,65.5,69.2,Yes,Yes,No,No,Yes,No,No,4,4,1,Yes,5,227,3,92,67,7.6,Yes
1392,Female,24,BSc CS,8.02,67.7,81.6,No,Yes,No,Yes,Yes,No,No,10,7,5,No,0,249,3,100,81,8.8,Yes
1393,Female,23,BSc CS,8.62,95.5,94.4,No,Yes,Yes,Yes,No,No,Yes,6,9,3,No,0,253,4,92,82,8.8,Yes
1394,Male,24,BCA Data Science,7.38,66.1,87.6,No,No,No,Yes,Yes,No,No,5,6,5,No,3,184,3,95,75,8.2,Yes
1395,Female,22,BCA,6.71,88.5,85.3,Yes,Yes,Yes,Yes,No,Yes,No,7,6,1,Yes,4,24,0,89,71,7.9,Yes
1396,Female,21,BSc CS,8.41,66.6,92.7,Yes,Yes,No,No,Yes,Yes,Yes,8,5,3,No,2,181,0,99,74,8.2,Yes
1397,Male,22,BSc CS,9.26,83.0,64.0,Yes,No,No,Yes,Yes,Yes,Yes,8,4,1,Yes,6,105,2,100,72,8.0,Yes
1398,Female,24,BCA Data Science,7.4,79.2,87.8,Yes,Yes,No,No,Yes,Yes,Yes,7,7,6,Yes,1,242,2,100,81,8.8,Yes
1399,Male,24,BCA Data Science,5.87,74.2,88.7,No,Yes,Yes,No,Yes,Yes,No,7,7,3,No,0,226,1,72,64,7.3,No
1400,Female,22,BCA,5.86,72.0,97.3,Yes,No,Yes,No,Yes,Yes,Yes,9,9,6,No,3,205,5,94,83,8.9,Yes
1401,Female,21,BSc CS,5.53,70.6,80.1,Yes,No,No,Yes,No,No,No,10,5,2,Yes,0,275,2,82,64,7.3,Yes
1402,Male,22,BCA,9.77,70.8,63.5,No,No,Yes,Yes,Yes,No,Yes,10,10,2,No,4,56,5,100,90,9.5,Yes
1403,Male,23,BSc CS,8.2,73.5,61.8,Yes,No,No,Yes,No,No,Yes,10,9,4,Yes,2,153,2,100,87,9.2,Yes
1404,Female,20,BCA,8.67,64.0,79.6,Yes,No,No,Yes,Yes,No,No,4,4,0,No,1,243,1,79,59,6.9,Yes
1405,Male,21,BCA,8.41,75.3,81.2,No,No,No,No,No,No,No,10,5,1,Yes,3,234,1,100,75,8.2,Yes
1406,Female,22,BCA,7.54,88.4,95.9,No,Yes,No,Yes,Yes,No,No,4,8,1,Yes,2,156,2,86,75,8.2,Yes
1407,Female,24,BCA,5.62,65.4,89.8,No,Yes,No,No,Yes,Yes,No,4,4,4,No,0,22,3,68,52,6.3,No
1408,Male,23,BCA,7.93,94.2,89.7,No,Yes,Yes,No,No,No,Yes,10,9,2,Yes,6,209,3,100,87,9.2,Yes
1409,Female,24,BCA Data Science,7.83,96.4,93.8,No,Yes,Yes,Yes,No,Yes,Yes,5,8,4,Yes,4,267,1,100,84,9.0,Yes
1410,Female,21,BCA,6.02,95.6,66.8,Yes,No,Yes,Yes,No,Yes,No,7,8,0,No,6,11,2,74,68,7.7,Yes
1411,Male,20,BSc CS,5.6,80.1,74.5,Yes,Yes,Yes,Yes,No,Yes,Yes,6,10,0,Yes,2,208,5,70,72,8.0,Yes
1412,Male,23,BSc CS,9.63,66.9,87.1,No,No,Yes,No,Yes,No,No,6,7,6,Yes,0,103,1,100,81,8.8,Yes
1413,Male,21,BSc CS,8.74,74.6,64.4,Yes,No,No,No,Yes,No,Yes,7,9,1,Yes,2,283,4,100,87,9.2,Yes
1414,Female,21,BCA Data Science,8.3,64.8,81.6,No,Yes,Yes,Yes,No,Yes,Yes,8,7,4,No,0,0,3,98,79,8.6,Yes
1415,Male,21,BSc CS,5.76,95.0,70.4,No,No,No,Yes,No,Yes,Yes,9,8,4,Yes,2,45,3,94,80,8.7,Yes
1416,Male,24,BCA,7.89,70.6,76.4,No,No,No,No,No,Yes,No,6,5,3,No,0,68,5,87,67,7.6,Yes
1417,Male,20,BCA,5.52,60.4,66.6,No,No,Yes,Yes,Yes,No,Yes,6,10,3,No,3,90,5,74,74,8.2,Yes
1418,Male,20,BCA Data Science,7.09,67.3,60.4,Yes,No,No,Yes,Yes,No,Yes,5,7,2,Yes,2,252,5,88,73,8.1,Yes
1419,Female,21,BSc CS,9.73,84.3,64.2,No,No,Yes,Yes,Yes,Yes,Yes,9,4,1,No,4,116,4,100,72,8.0,Yes
1420,Female,22,BSc CS,5.6,96.9,85.8,No,No,Yes,No,Yes,No,No,10,7,2,Yes,5,265,3,92,76,8.3,Yes
1421,Female,20,BCA Data Science,8.76,93.6,68.5,No,No,No,No,Yes,No,Yes,6,4,4,Yes,5,115,5,100,72,8.0,Yes
1422,Male,20,BSc CS,6.35,72.5,62.4,Yes,Yes,No,No,Yes,No,No,5,4,3,Yes,2,27,2,86,63,7.2,Yes
1423,Female,20,BCA Data Science,8.16,89.0,83.8,Yes,Yes,Yes,Yes,No,No,Yes,10,5,0,No,0,154,4,85,66,7.5,Yes
1424,Male,23,BSc CS,8.41,81.3,71.2,No,No,Yes,No,Yes,Yes,No,7,7,6,No,4,51,2,100,81,8.8,Yes
1425,Male,21,BCA,6.91,67.3,63.9,Yes,Yes,Yes,No,No,No,No,9,8,3,Yes,1,70,0,97,82,8.8,Yes
1426,Male,23,BCA,8.01,79.5,84.8,No,No,Yes,Yes,No,No,No,6,6,0,Yes,0,121,4,86,69,7.8,Yes
1427,Male,23,BCA Data Science,6.34,67.6,94.5,Yes,No,Yes,No,No,No,No,8,6,3,No,1,53,3,80,66,7.5,Yes
1428,Female,20,BSc CS,9.46,84.3,86.3,No,Yes,Yes,No,No,No,Yes,7,5,6,Yes,2,5,0,100,75,8.2,Yes
1429,Male,21,BCA Data Science,6.0,71.0,67.4,No,Yes,Yes,Yes,Yes,No,Yes,5,6,5,Yes,2,283,1,92,73,8.1,Yes
1430,Female,20,BCA Data Science,6.26,69.9,63.8,Yes,No,Yes,No,Yes,No,No,5,6,6,No,5,87,4,94,74,8.2,Yes
1431,Male,22,BCA Data Science,6.12,95.1,90.2,Yes,No,No,No,No,Yes,Yes,10,8,4,Yes,6,274,2,100,84,9.0,Yes
1432,Male,22,BSc CS,5.73,90.2,93.2,No,Yes,Yes,No,Yes,Yes,No,10,9,6,No,3,265,3,95,84,9.0,Yes
1433,Female,23,BSc CS,7.11,86.4,87.2,No,No,No,No,Yes,Yes,Yes,5,7,6,Yes,3,111,2,100,81,8.8,Yes
1434,Female,23,BCA,6.18,92.0,69.7,Yes,Yes,Yes,No,No,No,Yes,8,4,3,No,3,230,3,83,61,7.1,Yes
1435,Male,20,BCA Data Science,8.96,72.0,74.5,Yes,No,Yes,No,Yes,No,Yes,6,10,4,Yes,6,141,1,100,90,9.5,Yes
1436,Female,24,BSc CS,7.05,80.7,72.7,No,No,No,No,Yes,Yes,No,4,10,2,No,6,177,3,84,80,8.7,Yes
1437,Male,22,BCA Data Science,5.55,84.9,97.6,Yes,No,Yes,Yes,Yes,No,Yes,8,8,6,No,5,236,2,94,80,8.7,Yes
1438,Female,23,BSc CS,7.34,95.8,75.9,No,No,Yes,No,Yes,Yes,No,9,4,3,No,2,115,3,92,67,7.6,Yes
1439,Female,24,BCA,7.81,72.4,60.9,Yes,Yes,Yes,No,No,No,Yes,7,4,4,No,1,243,0,94,68,7.7,Yes
1440,Female,20,BCA,8.25,71.6,66.5,Yes,Yes,No,Yes,Yes,Yes,Yes,7,6,1,Yes,2,268,0,98,76,8.3,Yes
1441,Female,23,BCA Data Science,7.73,66.5,92.7,No,No,Yes,Yes,Yes,No,No,9,4,3,Yes,1,105,2,100,72,8.0,Yes
1442,Female,23,BCA,8.1,95.7,82.3,No,No,Yes,Yes,Yes,No,Yes,10,7,4,Yes,4,168,4,100,81,8.8,Yes
1443,Male,24,BCA Data Science,7.98,88.0,70.9,No,No,No,No,Yes,No,Yes,5,8,5,No,3,196,5,99,83,8.9,Yes
1444,Female,23,BCA,7.19,95.9,69.1,Yes,No,No,Yes,Yes,No,No,10,8,0,No,0,53,4,77,70,7.8,Yes
1445,Female,23,BCA,6.21,67.9,61.7,Yes,Yes,No,No,No,No,Yes,7,4,0,No,0,69,2,63,49,6.1,No
1446,Female,21,BCA Data Science,5.79,80.8,69.2,No,Yes,No,No,Yes,Yes,Yes,8,4,1,No,0,273,5,66,51,6.2,No
1447,Male,24,BCA Data Science,8.39,60.4,70.4,No,No,Yes,Yes,Yes,Yes,No,9,4,6,Yes,3,157,3,100,72,8.0,Yes
1448,Male,21,BSc CS,5.71,74.3,67.7,Yes,No,Yes,Yes,Yes,Yes,No,4,4,2,Yes,5,32,1,81,60,7.0,Yes
1449,Female,22,BCA Data Science,6.22,75.8,64.1,No,No,Yes,Yes,No,No,Yes,5,5,0,No,2,88,0,63,52,6.3,No
1450,Male,22,BCA Data Science,7.17,77.4,62.5,No,No,Yes,Yes,Yes,No,No,10,8,3,Yes,5,274,4,100,84,9.0,Yes
1451,Male,24,BSc CS,8.08,97.3,86.5,Yes,No,Yes,No,No,Yes,No,4,8,4,No,3,261,5,94,80,8.7,Yes
1452,Male,20,BCA Data Science,8.53,60.5,60.8,Yes,No,Yes,No,Yes,Yes,Yes,5,6,3,No,1,77,3,92,73,8.1,Yes
1453,Male,21,BSc CS,9.47,82.7,95.9,No,Yes,No,No,Yes,No,No,10,4,1,No,2,124,1,100,72,8.0,Yes
1454,Male,24,BSc CS,8.49,68.5,93.2,No,Yes,No,Yes,Yes,No,Yes,5,4,5,Yes,1,64,0,100,72,8.0,Yes
1455,Female,21,BCA,9.07,95.4,69.0,Yes,No,No,No,Yes,Yes,Yes,7,5,4,Yes,2,146,4,100,75,8.2,Yes
1456,Male,23,BCA,9.21,78.3,96.1,No,No,No,Yes,No,No,No,8,8,5,No,6,79,3,100,84,9.0,Yes
1457,Female,21,BCA Data Science,9.17,88.8,95.0,Yes,Yes,No,No,No,No,No,6,7,4,No,0,170,1,100,81,8.8,Yes
1458,Female,24,BCA Data Science,9.44,60.2,92.7,No,No,No,No,No,No,No,7,6,5,Yes,3,19,0,100,78,8.5,Yes
1459,Male,22,BSc CS,6.34,76.6,69.7,No,No,No,Yes,No,No,Yes,5,7,0,No,5,14,5,70,63,7.2,No
1460,Female,24,BSc CS,7.46,85.9,69.7,Yes,Yes,Yes,Yes,No,No,Yes,8,5,3,Yes,6,218,2,100,75,8.2,Yes
1461,Male,20,BCA Data Science,8.33,74.5,71.7,No,Yes,Yes,No,Yes,No,Yes,9,7,5,No,0,86,3,100,81,8.8,Yes
1462,Male,21,BCA Data Science,8.83,75.9,75.8,No,No,Yes,Yes,No,Yes,Yes,5,7,1,Yes,3,290,1,100,81,8.8,Yes
1463,Male,23,BCA,8.72,90.7,67.3,No,No,Yes,Yes,Yes,No,Yes,7,4,2,Yes,2,15,4,100,72,8.0,Yes
1464,Female,22,BCA,8.39,63.8,62.3,Yes,Yes,Yes,Yes,Yes,No,No,7,7,6,No,4,219,2,100,81,8.8,Yes
1465,Female,21,BCA,9.01,95.8,85.3,No,Yes,No,No,Yes,Yes,No,10,9,3,Yes,0,62,4,100,87,9.2,Yes
1466,Male,22,BCA,7.44,86.1,93.1,No,Yes,Yes,No,Yes,No,Yes,10,9,2,No,1,248,3,89,80,8.7,Yes
1467,Male,23,BCA Data Science,9.54,95.8,78.1,Yes,No,No,Yes,Yes,Yes,Yes,7,10,0,No,6,280,3,100,90,9.5,Yes
1468,Female,20,BSc CS,7.57,80.5,69.2,Yes,Yes,Yes,No,Yes,Yes,No,7,10,2,Yes,5,131,5,100,90,9.5,Yes
1469,Female,20,BCA,6.08,80.3,87.6,Yes,No,Yes,Yes,No,No,No,9,9,6,No,6,119,1,100,87,9.2,Yes
1470,Female,22,BSc CS,5.88,63.4,88.1,Yes,Yes,No,Yes,No,No,Yes,6,4,4,Yes,6,198,3,97,70,7.8,Yes
1471,Female,21,BSc CS,9.52,64.8,85.2,Yes,Yes,No,Yes,No,No,Yes,10,6,6,Yes,3,233,1,100,78,8.5,Yes
1472,Male,21,BSc CS,8.36,90.4,86.7,No,No,Yes,No,No,Yes,No,6,9,3,Yes,6,170,1,100,87,9.2,Yes
1473,Male,24,BSc CS,8.66,95.1,89.5,No,No,No,Yes,Yes,No,No,7,9,3,No,6,200,3,100,87,9.2,Yes
1474,Male,21,BCA Data Science,6.72,86.5,67.4,No,Yes,Yes,No,Yes,No,No,9,5,4,Yes,3,247,2,100,75,8.2,Yes
1475,Female,24,BCA,8.96,67.4,84.7,No,Yes,Yes,No,No,Yes,Yes,4,6,3,Yes,0,60,4,100,78,8.5,Yes
1476,Female,22,BSc CS,9.67,83.8,75.4,Yes,Yes,Yes,No,No,No,Yes,9,9,3,Yes,6,237,5,100,87,9.2,Yes
1477,Female,22,BSc CS,8.31,74.0,64.6,Yes,Yes,No,Yes,Yes,No,No,9,9,0,Yes,3,247,5,100,87,9.2,Yes
1478,Female,22,BCA Data Science,6.04,72.4,87.1,Yes,No,Yes,No,No,Yes,Yes,10,10,1,Yes,1,92,0,84,80,8.7,Yes
1479,Female,24,BCA,5.67,81.9,84.8,Yes,No,Yes,Yes,Yes,No,No,8,5,3,Yes,1,153,0,85,66,7.5,Yes
1480,Female,22,BCA Data Science,6.1,78.6,71.9,No,Yes,Yes,Yes,Yes,Yes,Yes,5,6,6,Yes,1,282,1,94,74,8.2,Yes
1481,Female,21,BSc CS,8.64,76.0,80.9,No,No,Yes,No,No,Yes,No,9,7,5,Yes,4,104,0,100,81,8.8,Yes
1482,Female,20,BCA,7.1,85.0,91.2,Yes,No,Yes,No,No,No,Yes,8,5,0,No,0,272,0,72,58,6.8,Yes
1483,Female,24,BCA,8.25,73.8,72.7,No,Yes,Yes,No,Yes,Yes,No,5,7,0,Yes,1,269,5,88,73,8.1,Yes
1484,Male,24,BSc CS,5.91,73.3,81.7,No,No,Yes,Yes,Yes,No,No,5,6,6,No,3,65,2,87,70,7.8,Yes
1485,Female,24,BSc CS,6.17,64.8,74.4,No,Yes,No,Yes,No,No,Yes,7,6,6,No,4,146,2,95,75,8.2,Yes
1486,Female,24,BCA,9.29,90.9,71.6,Yes,No,No,No,Yes,Yes,Yes,9,5,0,Yes,4,29,0,100,75,8.2,Yes
1487,Female,21,BSc CS,8.98,60.4,96.0,Yes,No,No,Yes,No,Yes,Yes,10,9,0,No,5,273,5,100,87,9.2,Yes
1488,Female,21,BCA,8.34,95.0,98.0,Yes,No,Yes,Yes,Yes,Yes,No,10,5,4,No,0,216,3,100,75,8.2,Yes
1489,Male,23,BSc CS,9.67,72.8,85.8,Yes,No,No,No,No,No,Yes,4,9,5,No,1,156,5,100,87,9.2,Yes
1490,Female,21,BCA Data Science,9.15,62.2,60.2,No,No,No,No,Yes,Yes,No,9,5,3,No,0,51,3,100,75,8.2,Yes
1491,Male,23,BSc CS,7.78,94.1,75.6,No,Yes,Yes,No,Yes,No,No,6,6,2,No,1,274,2,84,68,7.7,Yes
1492,Male,21,BCA,9.11,66.1,73.4,No,Yes,No,Yes,Yes,Yes,No,4,5,3,No,5,169,0,100,75,8.2,Yes
1493,Male,21,BCA Data Science,9.63,97.4,64.5,No,No,Yes,No,No,No,Yes,4,4,6,Yes,1,79,2,100,72,8.0,Yes
1494,Male,22,BCA Data Science,8.42,73.0,97.1,Yes,No,No,No,No,No,Yes,10,7,1,Yes,5,261,1,100,81,8.8,Yes
1495,Male,23,BCA Data Science,9.22,97.8,69.4,No,Yes,No,Yes,Yes,Yes,Yes,5,4,1,No,0,140,1,87,64,7.3,Yes
1496,Female,22,BCA,8.15,63.5,61.9,No,No,Yes,Yes,No,No,No,4,8,3,Yes,2,56,2,99,83,8.9,Yes
1497,Female,22,BCA,8.56,69.4,94.0,Yes,Yes,Yes,Yes,No,Yes,No,7,6,4,Yes,3,94,2,100,78,8.5,Yes
1498,Male,20,BSc CS,6.81,63.7,60.5,Yes,No,No,No,No,Yes,No,5,8,3,Yes,0,66,5,86,75,8.2,Yes
1499,Female,24,BSc CS,9.66,93.6,91.1,Yes,No,Yes,Yes,No,No,No,10,5,4,Yes,0,65,1,100,75,8.2,Yes
1500,Male,22,BCA Data Science,6.59,93.3,92.4,No,No,No,Yes,No,Yes,No,7,8,4,Yes,1,140,5,94,80,8.7,Yes
1501,Male,20,BCA Data Science,9.61,62.3,97.0,Yes,No,No,Yes,Yes,No,No,8,10,3,No,4,139,1,100,90,9.5,Yes
1502,Male,22,BCA Data Science,7.96,82.5,60.3,No,No,No,Yes,No,No,Yes,5,5,0,Yes,2,20,5,87,67,7.6,Yes
1503,Female,22,BCA Data Science,6.66,90.0,84.4,Yes,Yes,Yes,Yes,No,No,No,4,9,4,No,5,68,3,87,79,8.6,Yes
1504,Female,22,BCA Data Science,8.19,60.4,73.5,No,Yes,No,Yes,Yes,No,No,10,9,5,Yes,6,226,1,100,87,9.2,Yes
1505,Female,21,BSc CS,8.0,90.7,88.6,Yes,No,Yes,No,No,Yes,No,4,7,1,No,1,90,1,78,67,7.6,Yes
1506,Male,24,BCA Data Science,6.71,71.8,93.6,No,Yes,Yes,Yes,Yes,No,Yes,7,9,3,Yes,5,269,1,99,86,9.2,Yes
1507,Male,21,BCA Data Science,7.12,60.8,91.4,Yes,Yes,Yes,Yes,No,Yes,Yes,10,4,6,Yes,4,173,5,100,72,8.0,Yes
1508,Female,20,BSc CS,7.57,81.4,76.9,Yes,No,No,No,Yes,Yes,Yes,8,9,2,Yes,0,22,0,94,83,8.9,Yes
1509,Male,20,BCA Data Science,9.31,75.8,60.0,Yes,Yes,Yes,No,No,Yes,No,9,6,1,No,5,57,3,100,78,8.5,Yes
1510,Female,24,BCA,5.94,96.3,73.6,No,Yes,No,Yes,Yes,Yes,Yes,7,8,2,Yes,5,217,1,89,77,8.4,Yes
1511,Female,22,BCA Data Science,7.0,63.9,94.8,No,No,Yes,Yes,Yes,Yes,No,5,7,3,No,6,34,0,90,75,8.2,Yes
1512,Female,24,BCA,5.89,97.8,66.9,No,No,No,No,No,No,No,8,10,5,No,1,125,3,85,81,8.8,Yes
1513,Male,20,BCA Data Science,7.82,78.7,80.4,Yes,No,Yes,No,Yes,Yes,Yes,6,4,1,Yes,2,285,3,92,67,7.6,Yes
1514,Male,23,BCA,9.42,73.7,92.3,Yes,No,No,Yes,No,Yes,Yes,10,5,0,Yes,0,73,3,100,75,8.2,Yes
1515,Male,24,BSc CS,5.73,64.0,82.1,No,Yes,Yes,Yes,No,Yes,Yes,5,4,0,No,1,93,3,57,46,5.8,No
1516,Female,24,BSc CS,9.58,77.9,87.5,No,Yes,No,Yes,Yes,Yes,Yes,8,10,1,Yes,0,202,3,100,90,9.5,Yes
1517,Male,23,BCA,9.07,94.9,79.1,Yes,No,Yes,No,Yes,No,Yes,9,5,3,Yes,1,200,1,100,75,8.2,Yes
1518,Male,24,BCA Data Science,6.85,84.4,91.4,Yes,Yes,No,No,Yes,No,Yes,4,4,2,No,0,122,2,70,54,6.5,No
1519,Male,22,BCA Data Science,5.78,82.7,88.7,No,Yes,Yes,Yes,Yes,No,Yes,8,8,0,No,0,24,2,62,61,7.1,No
1520,Female,23,BSc CS,9.72,88.6,96.4,Yes,No,No,No,Yes,Yes,No,7,9,4,Yes,4,76,0,100,87,9.2,Yes
1521,Female,22,BSc CS,9.24,61.4,66.1,No,Yes,Yes,Yes,Yes,Yes,Yes,8,8,5,No,3,67,2,100,84,9.0,Yes
1522,Male,23,BCA,9.18,76.4,93.8,No,Yes,Yes,Yes,Yes,No,Yes,10,4,1,No,4,44,3,100,72,8.0,Yes
1523,Female,20,BCA,6.23,71.2,62.6,No,No,Yes,Yes,Yes,No,No,7,6,6,No,5,71,0,97,76,8.3,Yes
1524,Male,24,BCA Data Science,9.19,75.2,92.6,Yes,No,No,No,No,Yes,No,8,7,2,Yes,4,29,5,100,81,8.8,Yes
1525,Male,23,BCA,6.16,64.0,74.3,No,Yes,Yes,No,No,Yes,No,7,7,5,No,0,43,1,83,70,7.8,Yes
1526,Male,24,BCA,6.36,72.5,72.1,No,Yes,No,Yes,No,No,Yes,8,5,3,Yes,5,109,2,98,73,8.1,Yes
1527,Female,20,BCA,5.77,90.7,90.0,No,Yes,Yes,Yes,Yes,No,No,6,9,1,Yes,1,35,2,74,71,7.9,Yes
1528,Female,24,BSc CS,9.26,77.2,75.9,Yes,No,Yes,Yes,Yes,No,No,10,6,1,Yes,2,214,3,100,78,8.5,Yes
1529,Female,22,BSc CS,8.87,96.7,76.6,No,Yes,Yes,Yes,Yes,No,No,4,5,3,Yes,3,162,0,100,75,8.2,Yes
1530,Female,21,BCA Data Science,8.61,97.6,95.8,Yes,No,Yes,Yes,Yes,Yes,No,9,8,6,Yes,4,193,1,100,84,9.0,Yes
1531,Female,20,BCA Data Science,9.68,81.9,60.5,No,Yes,No,No,Yes,No,No,7,7,2,No,6,277,3,100,81,8.8,Yes
1532,Female,20,BCA,7.47,74.2,81.0,Yes,No,No,No,No,No,Yes,4,10,6,Yes,0,8,4,100,90,9.5,Yes
1533,Female,23,BCA,8.72,83.7,80.7,No,Yes,No,No,Yes,Yes,No,8,7,0,Yes,6,240,0,100,81,8.8,Yes
1534,Female,20,BCA Data Science,9.4,84.5,89.8,No,Yes,No,Yes,No,No,No,6,10,6,No,5,123,0,100,90,9.5,Yes
1535,Male,23,BSc CS,5.61,90.0,91.9,No,No,Yes,No,Yes,No,Yes,8,9,3,Yes,6,295,3,94,83,8.9,Yes
1536,Male,23,BCA Data Science,6.25,94.4,79.7,No,Yes,Yes,Yes,Yes,No,No,10,8,1,No,1,47,0,76,69,7.8,Yes
1537,Female,22,BSc CS,8.2,82.5,61.1,Yes,No,Yes,Yes,No,No,Yes,5,9,1,No,1,274,1,81,75,8.2,Yes
1538,Male,23,BCA Data Science,5.72,63.2,65.5,Yes,Yes,Yes,No,Yes,Yes,Yes,6,6,1,Yes,0,253,2,71,60,7.0,Yes
1539,Male,20,BCA,7.61,60.8,62.8,Yes,Yes,No,No,No,No,Yes,5,6,0,Yes,5,290,5,90,72,8.0,Yes
1540,Male,20,BCA,9.77,78.4,83.3,Yes,Yes,No,Yes,Yes,Yes,Yes,8,8,6,Yes,1,186,0,100,84,9.0,Yes
1541,Female,21,BCA,6.1,63.2,86.3,Yes,No,No,No,Yes,Yes,No,9,8,5,No,3,253,3,92,79,8.6,Yes
1542,Male,24,BCA,6.24,86.1,93.7,No,No,Yes,No,Yes,Yes,No,7,7,3,No,6,163,4,87,73,8.1,Yes
1543,Male,22,BCA,7.35,81.6,74.2,Yes,No,Yes,Yes,No,No,No,8,10,5,No,3,15,0,100,90,9.5,Yes
1544,Female,21,BSc CS,8.9,73.6,62.8,No,No,Yes,No,Yes,Yes,No,9,4,5,No,1,238,4,100,72,8.0,Yes
1545,Male,22,BCA,5.78,70.8,68.1,Yes,Yes,No,Yes,No,No,No,10,6,1,Yes,0,252,3,80,66,7.5,Yes
1546,Male,22,BSc CS,6.01,77.2,82.9,No,Yes,Yes,No,Yes,Yes,No,6,5,6,No,0,273,4,84,65,7.4,Yes
1547,Female,23,BCA,5.57,77.9,91.5,No,No,No,No,No,No,Yes,8,10,2,No,4,24,3,76,75,8.2,Yes
1548,Male,22,BSc CS,9.15,96.8,64.6,No,Yes,Yes,Yes,Yes,Yes,Yes,4,6,6,No,1,87,0,100,78,8.5,Yes
1549,Female,20,BCA Data Science,9.76,95.5,93.0,No,Yes,Yes,Yes,No,Yes,No,6,9,4,No,2,87,1,100,87,9.2,Yes
1550,Female,20,BCA,6.87,65.6,82.2,No,No,Yes,Yes,No,No,No,6,10,5,No,1,47,2,88,82,8.8,Yes
1551,Female,21,BSc CS,7.9,93.2,85.1,Yes,Yes,Yes,No,Yes,Yes,Yes,9,5,3,No,1,249,0,95,72,8.0,Yes
1552,Male,22,BCA,8.77,79.5,71.9,No,No,Yes,Yes,Yes,Yes,No,7,7,6,Yes,6,204,1,100,81,8.8,Yes
1553,Female,22,BCA Data Science,6.21,71.7,93.1,Yes,Yes,No,Yes,Yes,Yes,Yes,7,5,2,Yes,3,271,3,87,67,7.6,Yes
1554,Female,21,BCA,9.49,63.2,76.4,Yes,No,No,No,Yes,No,No,6,4,0,No,5,216,1,97,70,7.8,Yes
1555,Male,22,BCA Data Science,6.26,70.5,83.1,No,Yes,Yes,Yes,Yes,Yes,Yes,4,4,4,No,1,33,4,76,57,6.8,Yes
1556,Male,20,BCA Data Science,9.3,86.6,75.4,No,Yes,Yes,No,No,Yes,Yes,10,5,2,No,5,147,5,100,75,8.2,Yes
1557,Female,20,BCA Data Science,7.66,86.6,78.1,No,Yes,Yes,No,Yes,Yes,Yes,6,7,1,Yes,5,242,3,97,79,8.6,Yes
1558,Male,21,BCA Data Science,9.69,93.5,66.5,Yes,No,No,Yes,No,Yes,No,4,4,6,Yes,4,148,1,100,72,8.0,Yes
